account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,charge_per_min,high_service_user,day_night_ratio,Actual_Churn,Churn_Probability,Predicted_Churn,Net_Impact_KES
40,510,1,0,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,0.16999589947864802,0,0.6055123975736938,0,1.0,1,-100
161,510,0,1,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,0.1700012478682251,0,1.1663674736791034,0,0.17578125,0,0
75,415,0,1,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,0.1699712426214621,0,1.5292029935961733,0,0.17578125,0,0
160,415,0,0,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,0.16998451035511444,0,0.7893664236221186,0,0.46153846153846156,0,0
95,415,0,0,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,0.1700043221437833,0,0.3155836478559411,0,0.46153846153846156,0,0
76,415,0,0,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,0.1700013368388218,0,1.220825852782765,0,0.46153846153846156,0,0
74,415,0,0,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0.16999183292497957,0,0.6017835826135806,0,0.46153846153846156,0,0
106,510,1,0,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,0.16999166707514338,0,1.243826595939272,1,1.0,1,60
70,415,0,0,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,0.17000140574481046,0,0.8316121741163633,0,0.46153846153846156,0,0
142,510,0,1,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0.17000126363674656,0,1.1288098521230565,0,0.17578125,0,0
112,415,0,0,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2,0.1700098357724062,0,1.2659899626429192,1,0.46153846153846156,0,-400
110,510,0,0,0,208.0,69,35.36,95.1,94,8.08,178.5,129,8.03,8.0,11,2.16,1,0.16999182731599444,0,1.1652008290852054,0,0.46153846153846156,0,0
114,510,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0.170010185554227,1,0.9715588830084765,0,0.17578125,0,0
89,408,0,0,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,0.17000659530211557,0,0.8670977959614623,0,0.46153846153846156,0,0
78,415,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0.16999532429363437,0,0.572444648388207,0,0.46153846153846156,0,0
96,408,0,1,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0.1700157739524038,0,0.8830476651929019,0,0.17578125,0,0
4,510,1,0,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,0.1699814190351662,0,0.704963369074766,0,1.0,1,-100
86,415,0,1,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,0.1699529576618957,0,0.3922107494798006,0,0.17578125,0,0
103,415,0,0,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2,0.16993371879847693,0,0.41999881523606425,0,0.46153846153846156,0,0
74,415,0,1,35,154.1,104,26.2,123.4,84,10.49,202.1,57,9.09,10.9,9,2.94,2,0.1700084355330608,0,0.7624560882687645,0,0.17578125,0,0
131,415,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0.16999636759898293,0,0.7580346957240077,0,0.17578125,0,0
126,415,1,1,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,0.16998080927687723,1,1.1617095963189603,0,1.0,1,-100
185,510,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0.17001211738053845,0,0.7167403043691704,0,0.17578125,0,0
61,415,0,0,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1,0.16998631594952104,0,0.9372476366918437,0,0.46153846153846156,0,0
124,415,0,0,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,0.1700017920076459,0,1.5272329167046803,0,0.46153846153846156,0,0
123,415,0,0,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,0.16999601616299587,0,1.119750175259703,0,0.46153846153846156,0,0
3,408,0,0,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0.16998777066398102,1,0.4856573844380001,0,0.46153846153846156,0,0
95,510,0,0,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0.17002315626973546,0,0.7515426401561099,0,0.46153846153846156,0,0
109,510,0,0,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,0.17000171027877545,0,0.6062700909059486,0,0.46153846153846156,0,0
192,415,0,1,36,156.2,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2,0.16996351065872867,0,0.5596359858120453,0,0.17578125,0,0
78,408,0,0,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,0.1699659331553264,0,0.48784870401149993,1,0.46153846153846156,0,-400
167,415,0,0,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,0.17000180277627547,0,0.7259718162383841,0,0.46153846153846156,0,0
201,510,0,0,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,0.16999670913450238,0,1.0901542719491568,0,0.46153846153846156,0,0
87,510,0,0,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,0.1700097951535284,0,1.1492340071460037,0,0.46153846153846156,0,0
174,415,0,0,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,3,0.16997828010618612,0,0.4957919508595589,0,0.46153846153846156,0,0
114,415,1,1,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,0.17001891009111228,0,1.500300919955292,0,0.5076923076923077,0,0
59,408,0,0,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,0.16996205312562415,0,0.7067902686932379,0,0.46153846153846156,0,0
56,408,0,0,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,0.16997882024244063,0,0.7701919405782514,1,0.46153846153846156,0,-400
77,415,0,0,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,0.1700103692349308,0,1.0551353408496267,0,0.46153846153846156,0,0
39,408,0,0,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,0.1700084355330608,0,0.785383008001631,0,0.46153846153846156,0,0
101,415,0,1,36,123.7,125,21.03,172.6,106,14.67,280.5,127,12.62,8.8,4,2.38,1,0.1699943416053674,0,0.4409824961676946,1,0.17578125,0,-400
113,408,1,0,0,125.2,93,21.28,206.4,119,17.54,129.3,139,5.82,8.3,8,2.24,0,0.16995447647951442,0,0.9682159152424407,0,1.0,1,-100
69,510,0,0,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,0.17000221549368585,0,0.6921936506313584,0,0.46153846153846156,0,0
42,408,0,0,0,241.2,134,41.0,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,0.1699763691389246,0,1.5846527823401881,0,0.46153846153846156,0,0
113,415,0,1,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,0.170012512920951,0,0.7820943789625974,0,0.17578125,0,0
136,415,0,0,0,92.4,109,15.71,219.0,115,18.62,212.6,80,9.57,12.9,4,3.48,2,0.17000324640190453,0,0.4345985607450262,0,0.46153846153846156,0,0
75,510,0,0,0,226.1,105,38.44,201.5,107,17.13,246.2,98,11.08,10.3,5,2.78,1,0.17000574941400204,0,0.9183217578489907,0,0.46153846153846156,0,0
16,415,1,0,0,110.0,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0,0.16998454685937642,0,0.5773975119416304,0,1.0,1,-100
100,415,0,1,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,0.1699826787135434,0,1.0308382800057914,0,0.17578125,0,0
98,408,0,1,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0.0,0,0.0,2,0.16994273332301502,0,0.26387810955434826,0,0.17578125,0,0
73,408,0,0,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,0.16995047940153826,0,0.5419450631031923,0,0.46153846153846156,0,0
38,415,0,1,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0,0.16997109680036512,0,0.6597303536181459,0,0.17578125,0,0
104,415,0,0,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,0.1699935608499678,0,1.4855663721793935,0,0.46153846153846156,0,0
105,415,0,0,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,0.16998958775211137,0,1.1658648442066455,0,0.46153846153846156,0,0
99,415,0,0,0,62.9,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,1,0.16992529009696392,0,0.3723876620685572,0,0.46153846153846156,0,0
32,408,0,1,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,0.1699973754264932,0,1.2532305812696771,0,0.17578125,0,0
68,510,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,0.16998283643760725,0,0.7185601388698553,0,0.46153846153846156,0,0
127,408,0,0,0,102.8,128,17.48,143.7,95,12.21,191.4,97,8.61,10.0,5,2.7,1,0.17002237136465326,0,0.5370670288908626,0,0.46153846153846156,0,0
25,408,0,0,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,0.1699822581254011,0,1.5947263861296732,1,0.46153846153846156,0,-400
100,510,0,0,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,0.17002315626973546,0,1.1669805912701663,0,0.46153846153846156,0,0
93,415,1,1,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,0.1700175990613834,0,1.0695339683988363,0,1.0,1,-100
140,415,0,0,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,0.16997845343548001,0,0.480795057749127,0,0.46153846153846156,0,0
46,415,0,0,0,124.8,133,21.22,157.3,143,13.37,199.3,72,8.97,8.6,4,2.32,2,0.17001842801057607,0,0.6261602528724098,0,0.46153846153846156,0,0
62,415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0.17000883692475022,0,0.7535474617079043,0,0.46153846153846156,0,0
87,408,0,0,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1,0.16997597065890985,0,1.368645779239513,0,0.46153846153846156,0,0
123,415,0,1,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,0.16998127625120188,0,1.6356261898849431,0,0.17578125,0,0
33,510,0,1,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,0.16997097152739177,0,0.8475996021150726,0,0.17578125,0,0
11,408,0,1,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,0.17002509314880998,0,0.46350146276127036,0,0.17578125,0,0
167,510,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0.16998217812244112,0,0.8134477489126603,0,0.46153846153846156,0,0
103,510,1,0,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,0.1699959233591521,0,1.0873282249382559,0,1.0,1,-100
149,415,0,0,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0.16998910326261138,0,0.9552385034596779,0,0.46153846153846156,0,0
127,415,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0.17000643214091338,0,1.0352953229855029,0,0.46153846153846156,0,0
169,415,0,0,0,100.8,112,17.14,230.0,69,19.55,193.6,95,8.71,9.5,2,2.57,0,0.17002281519690507,0,0.5206342647590517,0,0.46153846153846156,0,0
148,408,0,1,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,0.16999696588791124,0,1.0689958760020388,0,0.17578125,0,0
94,408,0,0,0,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0.16999023044652606,0,0.8373033059044319,0,0.46153846153846156,0,0
37,510,0,0,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,0.16998040932016173,0,1.1583216648157986,1,0.46153846153846156,0,-400
135,415,0,0,0,201.8,81,34.31,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,1,0.1700113968584312,0,0.9872315444449881,0,0.46153846153846156,0,0
98,408,0,1,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1,0.17002986155099084,0,0.45359385903698535,0,0.17578125,0,0
109,510,1,0,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,0.1700062168236813,0,1.7511096223096891,0,1.0,1,-100
54,415,1,0,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,0.17001732192535826,0,1.3461946152215392,1,1.0,1,60
117,415,0,0,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,0.16997441394094462,0,0.5710674933849375,0,0.46153846153846156,0,0
78,415,0,0,0,109.5,105,18.62,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1,0.1700301342343165,0,0.4422276967812286,0,0.46153846153846156,0,0
113,510,0,0,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,0.169966793752306,0,0.3449153620974927,0,0.46153846153846156,0,0
84,415,0,0,0,159.0,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,0.1699893088485001,0,0.9486307499552533,0,0.46153846153846156,0,0
120,415,0,1,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,0.16998652089261643,0,0.789173003427761,0,0.17578125,0,0
112,415,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,0.1700193537035951,0,0.9068666560289347,0,0.46153846153846156,0,0
90,415,0,0,0,193.7,83,32.93,154.2,79,13.11,299.0,60,13.46,12.7,3,3.43,1,0.1699963863507305,0,0.6478044212568141,0,0.46153846153846156,0,0
154,408,0,1,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0.169992411053078,0,1.3733063576727362,0,0.17578125,0,0
78,408,0,0,0,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,0.16997733635515264,0,0.42611215271859554,0,0.46153846153846156,0,0
93,408,0,0,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,0.16998245679519244,0,1.0197556240721708,1,0.46153846153846156,0,-400
118,408,1,1,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,0.1700149535140758,0,1.305491893727188,0,1.0,1,-100
52,415,0,0,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0.1700199383723038,0,0.7747764617761341,0,0.46153846153846156,0,0
125,408,0,1,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,0.1700273836196166,0,0.7602044035076652,0,0.17578125,0,0
103,415,0,0,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,0.17001211738053845,0,0.9921070513825728,0,0.46153846153846156,0,0
117,415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0.170006562011004,0,1.0974461248684284,0,0.17578125,0,0
98,415,0,1,38,213.7,61,36.33,253.0,104,21.51,207.7,73,9.35,10.7,5,2.89,2,0.169996724533246,0,1.0288382841461654,0,0.17578125,0,0
104,415,0,1,18,182.1,66,30.96,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2,0.17000713854263907,0,0.9434744313766126,0,0.17578125,0,0
87,415,0,0,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,0.16997222357584915,0,1.0827924647775844,0,0.46153846153846156,0,0
120,415,0,0,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,0.1699877999186661,0,1.984575374405883,0,0.46153846153846156,0,0
74,415,0,1,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2,0.16998098761625816,0,1.1087687311264316,0,0.17578125,0,0
143,510,0,0,0,202.8,109,34.48,165.8,104,14.09,143.9,71,6.48,4.6,4,1.24,1,0.17001134066367535,0,1.4092140921409215,0,0.46153846153846156,0,0
160,415,0,0,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,0.16997999233749095,0,1.071086589758789,1,0.46153846153846156,0,-400
141,415,0,1,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,0.17000093049223042,0,1.5388286955276598,1,0.17578125,0,-400
99,415,0,0,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,0.17000134886021312,0,0.9355937907534392,0,0.46153846153846156,0,0
130,415,0,1,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,0.17001891009111228,0,0.7920657255685171,0,0.17578125,0,0
25,415,0,0,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,0.16997989725262452,0,0.6855188607013425,0,0.46153846153846156,0,0
141,510,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0.1700175990613834,0,0.8169578667596183,0,0.17578125,0,0
99,415,0,0,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,0.17000746654413879,0,0.8227399461273097,0,0.46153846153846156,0,0
177,415,0,0,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,0.17000987930071731,0,1.097026530323736,0,0.46153846153846156,0,0
28,415,0,0,0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,0.16999561705591384,0,0.7725799429151953,0,0.46153846153846156,0,0
155,510,0,0,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,0.17000181367511033,0,2.062087021568383,0,0.46153846153846156,0,0
95,510,1,1,41,136.8,91,23.26,200.8,61,17.07,133.7,67,6.02,10.3,9,2.78,5,0.17001681163657628,1,1.02310971505497,1,1.0,1,60
84,408,0,1,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,0.1699694626729907,0,0.7069036792062837,0,0.17578125,0,0
108,510,0,0,0,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2,0.16999419815023378,0,2.035994718921548,0,0.46153846153846156,0,0
96,510,0,1,31,183.4,126,31.18,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,0.1700016356796249,0,1.0182666148464827,0,0.17578125,0,0
143,408,0,1,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,0.1700162188844228,0,0.7961372185727922,0,0.17578125,0,0
16,510,0,0,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,0.16996279616213042,0,1.0336684434248702,0,0.46153846153846156,0,0
163,408,0,1,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,0.169992411053078,0,0.7621380694770509,0,0.17578125,0,0
101,415,0,1,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,0.16999681398206729,0,1.1907213701154409,0,0.17578125,0,0
81,415,0,1,24,130.1,117,22.12,196.0,61,16.66,139.3,123,6.27,11.4,5,3.08,0,0.17000999154561527,0,0.9338884502189362,0,0.17578125,0,0
123,415,0,1,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1,0.1699813243340651,0,1.0899610728188278,0,0.17578125,0,0
171,415,0,1,25,223.2,77,37.94,183.2,118,15.57,150.8,90,6.79,10.2,3,2.75,3,0.16997446350969939,0,1.480007957032027,0,0.17578125,0,0
103,408,0,0,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,0.1700143025931223,0,0.6322991624395423,0,0.46153846153846156,0,0
171,510,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0.17001211738053845,0,0.7382054373614406,0,0.46153846153846156,0,0
90,415,0,0,0,203.4,146,34.58,226.7,117,19.27,152.4,105,6.86,7.3,4,1.97,1,0.17000147485374367,0,1.3345580998622137,0,0.46153846153846156,0,0
119,415,0,0,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,0.17000817044811767,1,1.1109559388310872,1,0.46153846153846156,0,-400
71,415,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0.1699688881611266,0,1.0625833768342903,0,0.17578125,0,0
91,415,0,0,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,0.16998888961505787,0,0.8920762637747071,1,0.0845771144278607,0,-400
86,510,0,1,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,0.17001588288101652,1,0.5669316001722721,0,0.17578125,0,0
95,510,0,0,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,0.16990207868063908,0,0.2764714265355565,0,0.46153846153846156,0,0
101,415,0,1,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,0.16999285744296458,0,1.0214153898974294,0,0.17578125,0,0
127,510,1,0,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,0.17001333279463457,0,1.066764363605017,0,1.0,1,-100
70,510,0,0,0,147.1,105,25.01,200.0,135,17.0,234.9,65,10.57,12.5,9,3.38,3,0.17000883692475022,0,0.6261972670384403,0,0.46153846153846156,0,0
142,415,0,1,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,0.1700149653076958,0,0.8670520231213873,0,0.17578125,0,0
81,408,0,1,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,0.16998395817241993,1,0.7563705002022382,0,0.17578125,0,0
44,415,1,0,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,3,2.92,1,0.1699566682715455,0,0.4491384903756038,0,1.0,1,-100
181,510,0,1,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,0.1699458226404334,0,0.6348440045863256,0,0.17578125,0,0
3,415,0,0,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,0.1699908113074969,0,1.0849803530584716,0,0.46153846153846156,0,0
116,415,0,0,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,0.16998757535318207,0,1.4671527918439,0,0.46153846153846156,0,0
95,415,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0.16997955721804184,0,1.3412286331019194,0,0.46153846153846156,0,0
19,510,0,0,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,0.17000115647045222,0,1.47966459414751,1,0.46153846153846156,0,-400
81,510,0,0,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0.17002135784091646,0,0.6722945041556068,0,0.46153846153846156,0,0
148,408,0,1,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,0.16999710396756446,0,1.504887615964137,0,0.17578125,0,0
124,510,1,0,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10.0,2,2.7,3,0.1700145744883087,0,0.9353328196313202,1,1.0,1,60
89,510,0,0,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,0.16996591980276993,0,0.5392827812756639,0,0.46153846153846156,0,0
124,415,0,0,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,0.1699707911254739,0,1.3362677518478532,0,0.46153846153846156,0,0
162,408,0,0,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,0.1699829971049125,0,0.8679350644170556,1,0.46153846153846156,0,-400
118,510,0,1,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,0.16998946588115954,0,1.1892719595378405,0,0.17578125,0,0
17,415,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,0.1700141268963823,0,0.4893150190856903,1,1.0,1,60
172,408,0,0,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,0.16999370393689123,0,1.602278796510593,1,0.46153846153846156,0,-400
32,415,0,1,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,0.17000987930071731,0,1.125670905662202,0,0.17578125,0,0
77,415,0,1,33,143.0,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,0.16998811271939027,1,1.363073110285006,1,0.17578125,0,-400
2,415,1,0,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,0.17000984028461133,0,0.6858418566014226,1,1.0,1,60
129,510,0,1,30,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,0.16998477243246293,0,0.7381041588609968,0,0.17578125,0,0
131,510,0,0,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,0.17000113890892526,0,1.2054368221134044,0,0.46153846153846156,0,0
104,415,0,0,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,0.17002528541874187,0,0.49299233123040315,0,0.46153846153846156,0,0
76,415,0,0,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,0.16996819373918867,0,0.9521279421922322,0,0.46153846153846156,0,0
162,415,0,0,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,0.16995784335478148,0,0.5475679397351261,0,0.46153846153846156,0,0
76,415,0,0,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,0.17000113890892526,0,1.5438719887462633,1,0.46153846153846156,0,-400
133,510,0,0,0,295.0,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,0.16999423748347514,0,1.2859073274922628,1,0.46153846153846156,0,-400
73,408,0,0,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,0.16998558539319844,0,1.118142200465644,0,0.46153846153846156,0,0
